train_acc,train_loss,val_acc,val_loss
0.04130526315789475,4.242772,0.0792,3.9781237
0.0792,3.9169552,0.08879999999999999,3.7931757
0.11837894736842106,3.692889,0.1016,3.7985816
0.16347368421052633,3.443045,0.1984,3.2060657
0.20682105263157893,3.2136207,0.1904,3.3647103
0.24286315789473686,3.0260584,0.2452,2.9828808
0.27802105263157895,2.8413014,0.3156,2.6617353
0.30326315789473685,2.7054908,0.2832,2.8560457
0.3250526315789473,2.6007187,0.35120000000000007,2.489503
0.34654736842105266,2.4948165,0.3712,2.4009414
0.361221052631579,2.4326982,0.31120000000000003,2.6191185
0.3767157894736842,2.3426225,0.3936,2.289895
0.39612631578947366,2.2742245,0.34840000000000004,2.5344665
0.40583157894736843,2.2315168,0.384,2.3508925
0.4234526315789474,2.1563747,0.4192,2.1318166
0.42806315789473687,2.1259098,0.31960000000000005,2.7108831
0.4350526315789473,2.085233,0.436,2.079982
0.4513894736842105,2.019285,0.4476,2.0673285
0.4522947368421052,2.0065148,0.398,2.3039591
0.46675789473684215,1.94454,0.4616,1.9651403
0.47654736842105266,1.9084883,0.4204,2.2313836
0.4832421052631579,1.8916456,0.4412,2.1129482
0.49077894736842104,1.8356487,0.4844,1.859374
0.4986736842105263,1.8145697,0.4216,2.1896863
0.5024421052631579,1.7910533,0.4892,1.8601743
0.5153894736842105,1.7367487,0.49599999999999994,1.8364083
0.5186315789473684,1.7353684,0.4536,2.0659745
0.527578947368421,1.6905478,0.51,1.7604887
0.5340842105263158,1.6582656,0.46799999999999997,2.0001876
0.5309684210526315,1.6670369,0.4796,1.9313806
0.5434736842105262,1.6130838,0.5336,1.6942658
0.5476631578947369,1.5992135,0.46199999999999997,2.0215173
0.5508,1.5803645,0.5412,1.6931653
0.5623789473684211,1.5431687,0.5264,1.6921372
0.5609263157894737,1.5446564,0.4604,2.1091459
0.5704,1.5141487,0.5336,1.6646259
0.5723578947368421,1.4928478,0.502,1.8290231
0.572778947368421,1.4995186,0.5268,1.7552146
0.579642105263158,1.4629332,0.5564,1.597149
0.5842315789473684,1.4626025,0.4796,1.9685652
0.5878105263157896,1.436873,0.5444,1.6555078
0.5956631578947368,1.4062672,0.5524,1.640897
0.5930736842105264,1.4179363,0.508,1.9022565
0.5989684210526316,1.3868486,0.556,1.5859092
0.6031157894736843,1.3729869,0.5379999999999999,1.6894903
0.6029052631578947,1.3750257,0.5276000000000001,1.7780733
0.6118736842105262,1.3427824,0.5691999999999999,1.5368202
0.6118315789473684,1.3416095,0.49,1.9929303
0.6137894736842104,1.3300022,0.5748000000000001,1.5798285
0.6229263157894737,1.3029865,0.5651999999999999,1.5889324
0.6189894736842105,1.3101041,0.5344000000000001,1.756905
0.6249263157894738,1.2878122,0.5732,1.5758443
0.6269894736842107,1.2787275,0.5347999999999999,1.7537998
0.6248421052631581,1.283474,0.5539999999999999,1.7035058
0.6339999999999999,1.2460881,0.5728,1.5548263
0.6330736842105263,1.2540349,0.526,1.7836014
0.6333684210526316,1.2456135,0.5711999999999999,1.5819517
0.6433473684210526,1.2230594,0.5711999999999999,1.5732042
0.6413473684210526,1.228271,0.532,1.8331326
0.6467789473684211,1.2115005,0.5776,1.5362954
0.6459578947368422,1.196157,0.5512,1.7104055
0.646442105263158,1.2052255,0.5536,1.6169455
0.6526736842105263,1.1762009,0.5795999999999999,1.5500168
0.6517894736842106,1.1778605,0.54,1.8133572
0.6534105263157894,1.1727197,0.5776,1.564397
0.6620421052631579,1.1454875,0.5768,1.536291
0.6571368421052631,1.161309,0.536,1.8734485
0.6618947368421052,1.146028,0.5836,1.5223324
0.6660842105263157,1.1288431,0.5588000000000001,1.6874347
0.6594736842105263,1.1485099,0.5708,1.6411026
0.6706105263157894,1.1123579,0.5892000000000001,1.5105587
0.6714315789473685,1.1026773,0.5588000000000001,1.7452563
0.6728631578947368,1.1125956,0.5811999999999999,1.5653152
0.6773684210526316,1.0863234,0.5855999999999999,1.571217
0.6697684210526316,1.1040286,0.5332,1.8657846
0.6766526315789473,1.0846845,0.5908,1.509092
0.6793684210526316,1.0722176,0.5556,1.6982843
0.6776,1.0783119,0.5704,1.6224285
0.6830736842105263,1.0617797,0.5948,1.512201
0.6824842105263157,1.0604715,0.5324,1.9564432
0.6813473684210526,1.0634964,0.586,1.5673592
0.6883368421052632,1.0356166,0.5824,1.5904291
0.6871368421052632,1.047818,0.5207999999999999,1.8965461
0.6900421052631579,1.03098,0.5883999999999999,1.549913
0.6966315789473684,1.0153638,0.5796,1.6668156
0.6898736842105264,1.0323519,0.5572,1.7780021
0.6968000000000001,1.0138131,0.5836,1.5529926
0.6969684210526316,1.01503,0.5536000000000001,1.7597551
0.6985052631578947,1.0094246,0.592,1.544355
0.7016842105263158,0.99008185,0.5976,1.5394875
0.699557894736842,0.99915224,0.5424,1.9230983
0.7032842105263156,0.98769635,0.5836000000000001,1.5465971
0.7046947368421053,0.9819227,0.572,1.7256708
0.7002947368421052,0.98669255,0.5740000000000001,1.6466992
0.7050105263157894,0.9733211,0.6012000000000001,1.4938971
0.7080842105263159,0.9639235,0.5704,1.7423146
0.703557894736842,0.9748382,0.5896,1.5507549
0.7110947368421052,0.9512578,0.5876,1.5448428
0.7078736842105263,0.9617298,0.5604,1.747472
0.7150947368421052,0.9467906,0.6008,1.5209148
